Text,True_Sentiment,Score,vader_pred,roberta_pred,distilbert_pred,vader_pos,roberta_pos
"After a lifetime of tea drinking, I can honestly say that this is the best Earl Grey I have ever tasted.  I have ordered it a number of times, and each batch is consistently excellent. I have even given it as a gift, as its container is superb for keeping loose tea fresh.  The metal canister has an inner lid that is lifted with its own attached knob, so the tea stays dry and fresh for the length of time it takes to use it up.  Do yourself a favor, if you like Earl Grey, and treat yourself to this tea.",Positive,5,Positive,Positive,Positive,0.295,0.9791508913040161
"<span class=""tiny""> Length:: 0:26 Mins<br /><br /></span>The expiration date is 21 months from the day I bought this product. The tuna, tomato combination is delicious. This is one of the many items I re-order on Amazon every month or so.<br />edit: added a short video, so you see what this combination looks like.<br /><br />I was wearing one of those headlamps, but I didn't do a good job focusing on the tuna.<br />I should film it over, but it doesn't look like many people view this product anyway.",Positive,5,Negative,Positive,Negative,0.042,0.8057864904403687
"My primary point with this review is to note that this packaging is less expensive than the other size offered by Folger. You get more coffee for less money.<br /><br />  I recently started drinking coffee again after a lapse of many years. Since I didn't know how many cups a day I would use, I wanted to avoid the fuss of a coffeemaker. I don't particularly like instant coffee. I was delighted to find these Folger's bags.<br /><br />  They brew a very nice tasting cup of coffee. I'm not any kind of coffee expert, so I don't know what special terms might be used. All I know is that if I let the bag seep for a bit more than a minute, it sure tastes good. Thanks to my very much better half, I've also learned that each of these bags will produce at least two good cups of coffee.<br /><br />  Very convenient, very easy, very tasty. I intend to take some of these with me when I travel as an alternative to the in-room coffee makers or (yeck!) vending machines.<br /><br />Jerry",Positive,5,Positive,Positive,Negative,0.129,0.7737810611724854
"WOW!  I have eaten quite a few potato chips in my day. Kettle chips are the BEST non-baked chips I have eaten. I decided to try the sweet onion chips, since I've never had them. I now have a FAVORITE!! If you like onions, this is a MUST buy! I will definitely reorder these, as I mentioned above, they are the BEST I have ever eaten! The flavor is GREAT.",Positive,5,Positive,Positive,Positive,0.383,0.9849125146865845
"I usually make my baby's food.... it's so easy, steam fruits & veggies and puree.... but sometimes I don't have enough time to cook and I buy Earth's Best baby foods....baby likes all the fruits and veggies so far but didn't like this one. She refused to eat it. When I tried it I understood why, I wouldn't eat it myself either... it tastes nasty.... my poor baby.... immediately I made her a homemade potato, zucchini, & asparagus puree and she loved it. I wouldn't recommend this flavor!",Negative,2,Positive,Neutral,Positive,0.177,0.0
"Kettle Chips flavors can be hit or miss.  Some of their flavors are terrible.  But this is very simple and delicious.  Probably one of their best flavors.<br /><br />Pros: Thick, crunchy potato chips with light salt that doesn't compromise on taste, eco-friendly business that isn't just giving us lip service<br /><br />Cons: The occasional burnt chip and the bag is a pain to open.  They have a tab that you can pull down but most of the time I end up tearing down the entire side of the bag.  Use scissors instead.",Positive,5,Positive,Positive,Positive,0.108,0.4226125478744507
"This tri-color couscous is really good...full of flavor and fun to eat.  I love the texture.  I cook in chicken broth and add some minced garlic and chopped herbs (parsley, cilantro,) along with some red pepper flakes.  At the end of cooking, I add some olive oil and this makes a wonderful side dish...Highly recommend",Positive,5,Positive,Positive,Positive,0.226,0.986420750617981
"The first time I ate these chips was in Aruba in 2007.  I couldn't find them in our area (CT) so you can imagine my joy when I found them on Amazon.  I love these and hope you continue to carry them.  Your prices are terrific too.  I pay $2.99 in Aruba and they run about $2.46 a bag when I buy the case of 12 through Amazon.  Good job!!!!  Only problem is, now everybody wants them here and they steal my bags when the case comes in, but that's ok...sharing is good.",Positive,5,Positive,Positive,Positive,0.189,0.9590518474578857
"Watch your prices with this.  While the assortment was good, and I did get this on a gold box purchase, the price for this was<br />$3-4 less at Target.",Neutral,3,Positive,Neutral,Negative,0.1,0.0
If you are looking for a great gluten free snack you won't be sorry you chose this product. My favorite flavor is the apple and nut.,Positive,5,Positive,Positive,Negative,0.356,0.9813008308410645
"This is the second purchase of Kettle Potato Chips and we love them just as much as the first time we tried them. We bought them by the a carton of 24 bags. The Kettle chips were in a 2oz bag which is just enough for a single size serving snack or with a meal. The chips are so delicious, baked not fried and lightly salted with Sea Salt. They have 0 fat, no preservatives, nothing artificial and they only use real food ingredients. What more could you ask for in a great tasting chip!",Positive,5,Positive,Positive,Positive,0.133,0.982617199420929
Of all the coffee's available for Tassimo this Kona has the richest flavor and fantastic aroma by<br />far my favorite.,Positive,5,Positive,Positive,Positive,0.37,0.9663442969322205
"So I got this and tasted it strait out of the bottle, it tasted like smoky flavored milk - YUCK! I was depressed I was stuck with 4 bottles of this.  It sat on my shelf and I forgot about it. Last weekend I tasted a Zevia cream soda and was not pleased with the flavor, it tasted weird and smokey like the LorAnn oil I had gotten.  I tried to doctor up the soda with a little SF Vanilla Torani syrup and a tablespoon of heavy cream - IT TASTED AMAZING!!!  The odd smokiness was gone and it had a wonderful rich mouthfeel.<br /><br />So I wanted to see if this would help the LorAnn oil too.  I put a cup of whipping cream in a bowl and added a teaspoon of vanilla and tasted it, it tasted fine.  Then I added ONE DROP of the oil, it is very strong, and stirred it in - IT TASTED SO MUCH BETTER!  I whipped it up and put it on fruit and it was such a treat.<br /><br />Now I will always whip a drop of it with vanilla into desserts and whip cream.  It was such a happy accident to find out how to use it.  When added to vanilla it really adds a new depth of flavor and tastes so different than just out of the bottle or on its own in cream.<br /><br />It is VERY potent so only use a drop and increase after tasting, if you add too much it will ruin the recipe so use a light touch.",Positive,4,Positive,Negative,Positive,0.137,0.0
"We make up a coffee creamer with 1/4 part commercial coffee creamer, vanilla, butter creme, almond and Bavarian Creme flavors and the rest milk.  It tastes wonderful and is half the price of store-bought!<br /><br />It is excellent!",Positive,5,Positive,Positive,Positive,0.186,0.9781351089477539
"Pocky is just plain fun to eat. I discovered these snacks at an anime convention (though I'd heard about them before and had seen manga characters eating them). They are very, very slim sticks of biscuity stuff (the flavor to me is a cross between waffle cones and pretzels) that have a charming tiny popping crispness. The chocolate flavor, a nice non-bitter, non-dark, generically pleasing choco-taste, seems to be the most popular (given how fast they sell out at cons), but I prefer the flavor of the strawberry which is like strawberry ice cream. Very nice.<br /><br />This is by no means a health food (it's in the same category as a cookie, it's got fat and sugar and non-healthful ingredients). But hey, it's junk food. We all know it's supposed to be OCCASIONAL and not habitual in the diet. Unless you're really prone to binge-eating or can't stop yourself a whole one of these smaller boxes is not a huge calorie splurge if you stick to a reasonable number. 10 of the chocolate pocky sticks will set you back 125 calories with 5 grams of fat, 3 of them saturated. I wouldn't recommend just scarfing down multiple boxes. In fact, just nibble these slowly and have fun with the cool texture effect.<br /><br />If you love the flavor of coconut-chocolate together (like Almond Joy) try the coconut chocolate ones. They're really so good, oh man. Hubby says the taste reminds him of the Girl Scout 'caramel delights"" cookies which are, in turn, similar to the old Yes Yes cookies (from the seventies or so).<br /><br />Anyway, if you have read manga or seen anime with young folks eating those stick-looking treats, or seen footage of cute Japanese girls nibbling at skinny little stick treats, this is what they were eating. :) Fun treats.<br /><br />However, with this crazy hot summer, I'd recommend you look for a local retailer or wait until fall's cooler weather. You might get a sticky, clumped mess of Pocky sticks in this deep summer weather. (Look for local stores that specialize in Japanese anime or manga and they'll likely carry Japanese snacks like these. In South Florida, Tate's Comics has them in a variety of flavors..and FRESH and NOT MELTED).",Positive,5,Positive,Positive,Positive,0.161,0.9356198906898499
"Save a little money buying in larger quantities, as opposed to the smaller bottles. I like the taste of Agave, cross between honey/maple. Good for pies, cereal, frozen yogurt, etc.",Positive,5,Positive,Positive,Negative,0.256,0.8918462991714478
"If you're looking for an energy boost without artificial sweeteners and other chemicals, this is a great option.  The taste is decent and it is a nice smooth uplift without jitters.",Positive,5,Positive,Positive,Positive,0.319,0.9196481108665466
"My aunt gave me a bag of these and I was immediately addicted. There are actual pieces of beans in the chips and they are not overly salty like other chips. I love the zip, agreed they are awesome without salsa, and no trans fat!",Positive,5,Positive,Positive,Positive,0.243,0.9663333892822266
"I love this coffee. I do wish it came already ground as I don't have a grinder and use a blender instead. But it's worth it. Many flavored coffees I've tried only seem to have a flavored odor that doesn't reach the coffee, but this one manages both.",Positive,5,Positive,Positive,Positive,0.148,0.8840651512145996
"I tried to find israeli couscous in a number of upsacale grocery stores and no luck.  So I decided to try good ole Amazon.com and selected this product.  It is so good..add a few herbs and it's a great side dish, or add more and make a ""pasta type"" salad.so very good.  I am hooked.  Great flavor and so easy to prepare!",Positive,5,Positive,Positive,Positive,0.312,0.9546980261802673
"A very bitter tasting coffee even when enhanced with cream and/or honey. Definately not my cup of coffee. Oh, did i say it was bitter?",Negative,1,Negative,Negative,Negative,0.0,0.0
"I don't eat many chips, but these I love. Great buy and arrived quick and packed great. Expiration date is a ways away, so I have awhile to enjoy them Great natural potato flavor. I love brown russet, hardy flavor and these fit that description to a tee.",Positive,5,Positive,Positive,Positive,0.565,0.9726261496543884
"I was diappointed in the flavor and texture of this mix.  I usually like most of the Low Carb things I have tried, but was diappointed in this specific one.",Negative,2,Neutral,Negative,Positive,0.062,0.0
This is my favorite hot sauce! I liketo use it to give anything some extra flavor. I have loved going out to some of my favorite resturants in town and seeing that they are offering this great product.I really enjoy putting on my my breakfast burritos!,Positive,5,Positive,Positive,Positive,0.326,0.988579511642456
"Just got this order and it is ok. A bit light on the cheddar flavoring and herb taste eludes me, if it is there.",Positive,4,Positive,Positive,Positive,0.091,0.6009954810142517
"I like eating these whenever I need an energy boost.<br />It has everything that I am searching for in a, ""To Go Snack"".<br />Fiber plus Chocolate is never a bad thing!!!",Positive,5,Positive,Positive,Positive,0.258,0.9786860942840576
"I felt energized within five minutes, but it lasted for about 45 minutes. I paid $3.99 for this drink. I could have just drunk a cup of coffee and saved my money.",Negative,1,Positive,Neutral,Negative,0.172,0.0
"Had this shipped to my sister who follows a gluten-free eating plan and she reports that it is very versatile and easier than grinding almonds for a crispy crust on chicken and fish filets. Also uses it in place of bread crumbs in meatloaf and meatballs.  Stays moist when added in place of wheat flour in baking, too. Good product, good value.",Positive,5,Positive,Positive,Positive,0.167,0.9424598217010498
Low calorie and satisfying. These soups are a nice fill in when you don't want too much but don't want to be hungry for a few hours.,Positive,5,Positive,Positive,Positive,0.14,0.8617115616798401
These chips are a great snack if you don't want all the junk assiciated with chips.  Try them you'll like them.,Positive,4,Positive,Positive,Positive,0.266,0.9549556970596313
"These are the best potato chips I've ever tasted.  It's easy to go through half of a bag without stopping.  The texture/crunchiness is just perfect, as is the salt and vinegar combination.  I don't know how they taste so much better than all of the other chips I've ever had, but they do.  And, judging from the nutrition facts, they seem to be healthier, too.  They're somewhat fibrous and have a good bit of potassium and vitamin c, which could be because they don't skin the potatoes and the chips are a bit thicker than normal.<br /><br />And if you like these, all of the Kettle chips are great.",Positive,5,Positive,Positive,Positive,0.212,0.9680326581001282
thank you for this product - we use it all the time and appreciate your promptness and the price was excellent.  Thanks again.,Positive,5,Positive,Positive,Positive,0.396,0.9842469692230225
"Sir Kensington's did a great job of updating the classic ketchup with this wonderful product. The refreshed taste of this Ketchup is a great update, and now leaves me disappointed when I'm given Heinz while out at a restaurant.<br /><br />For you Heinz die hard fans out there, this is not the ketchup for you. But for those of you who wish you always knew what ketchup could be without the chemical aftertaste found in Heinz, be sure to give this Ketchup a try.<br /><br />Don't forget the spiced variety. Purchasing the pack with both the classic and spiced variety for your first Sir Kensington experience is definitely the way to go.",Positive,5,Positive,Positive,Positive,0.161,0.8120339512825012
I have tried a lot of S&V chips and these are the best!  Real sea salt and REAL vinegar!  Mouth-watering flavor & crispiness.  Not for the faint of heart - the flavor is very authentic!  :),Positive,5,Positive,Positive,Positive,0.218,0.9842760562896729
This is certainly the best caramels I have ever had.  I just wish it came in bigger pieces.  I finished the whole box in one sitting!  I will certainly buy them again.,Positive,5,Positive,Positive,Positive,0.333,0.9849448800086975
Delicious. I cannot get Australian ginger where I live. This compares favorably to Australian Ginger I've purchased in other cities. Now I can enjoy it without traveling.,Positive,5,Positive,Positive,Positive,0.311,0.9262608289718628
This is what I was looking for and was missing it. The taste is exactly the taste as the one made in India so just loved it and remember my days back in India. Definitely recommend it.,Positive,5,Positive,Positive,Positive,0.215,0.9664835929870605
"My fiance loves these dark chocolate and nut granola bars and all the grocery stores around us don't carry them anymore!  Once again, Amazon came through and he couldn't be happier.",Positive,5,Positive,Positive,Negative,0.156,0.9648154377937317
"My six month old baby loves the Earth's Best 2nd Sweet Potato Chicken Dinner - it's his favorite. He seems to love all the Earth's Best 2nd foods - fruits, vegetables, and dinners. The consistency of the food makes it easy for him to eat - not too thick, not too thin.",Positive,5,Positive,Positive,Positive,0.375,0.9794334769248962
this gum is super sick.tatooes are killin.flavor is a spankin'.this brings back bomb diggity memories yo.peace out.,Positive,5,Positive,Negative,Negative,0.185,0.0
Pretty good product.  The taste isn't the best but it's definitely not the worse either.  It gives a pretty smooth energetic kick.,Positive,4,Positive,Positive,Positive,0.541,0.9523587226867676
Honeyville Rolled Oats is a delicious product.  I am using them to make a product designed to increase and enrich the milk production in lactating mothers.<br />The oats were shipped to me in a timely fashion and the amazing thing is I only paid $4.99 shipping for 50lbs of oats!  I encourage anyone who likes oats to order Honeyville Rolled Oats.  Their flavor is above all the rest.,Positive,5,Positive,Positive,Positive,0.221,0.9816061854362488
"This sweetner is the best, it brings out the true flavors in what ever you add it to. And it has great health benefts.",Positive,5,Positive,Positive,Positive,0.346,0.9801437258720398
This is a huge supply of them. I'm still working on these and have plenty to spare. Much more effective than buying one from the grocery store or 7-11 every time you want a mint.,Positive,5,Positive,Positive,Negative,0.189,0.9008958339691162
"As with canidae, Felidae has also changed their formula.  Cats do not like change when it comes to their food.  And they just had to change it without putting it on their label.  We noticed the color of the food had changed and so did the smell.  (As you will notice I have also reviewd the Canidae, and this all happened the same time the dogs were having issues.)<br /><br />Prior to the change in food we had almost lost two of our cats because we had moved to a new home.  If cats get ""upset"" because of a change in enviorment, or a loud noise they can stop eating.  It depends on the cat.  Two of them had stopped eating and had lost a lot of weight.  We took them to the vet and it took months to get them back to normal.  It has been a year since then and they are better.  Then the formula for this food changed.<br /><br />We started to noitce they were not eating as much and it started to bug us.  We asked the shop owner of the feed store and she had no knowledge of any change to the food.  It wasn't until the we were in there with other customers yelling about their dogs food making their dogs sick.  Right away we changed the cats food and they started chowing down and haven't suffered one bit like our dogs have.<br /><br />Cats are sensitve animals and changes to thier food could cause them to stop eating.  Anyone thinking of purchasing this food should not do it!  We have 5 rescued and fixed cats, none of which are picky eaters and the change in this formula could have been the death of them had we not found out about the change in their formula.<br /><br />I urge anyone that has had these problems to go to the consumer affairs website and also the FDA website and write a letter to them to let them know how this has affected your animal.  As with canidae they do not care how the change has affected my animals, and tell me not to buy it.  This is just horrible!",Negative,1,Negative,Negative,Negative,0.022,0.0
"A grande item !  Delicious fish with the ultimate flavor, best  ever in a can for all purposes !  I sent a case to my Mother recently diagnosed with Diabetes, and she loves it as a main entree for cooking patties !",Positive,5,Positive,Positive,Positive,0.287,0.9858657121658325
"I found these new spring Pop-Tarts and bought them on a whim.  My kids and I were amazed and delighted at the fun, colorful, amazingly detailed artwork on these Pop-Tarts.  Fantastic for after school snacks, lunch boxes, and school treats. Tie with a ribbon for a bright ""thinking of you this spring"" gift.  The only challenge is finding more in stores.  Way to go Kellogg's - fantastic product!",Positive,5,Positive,Positive,Positive,0.311,0.9865667223930359
"To me, these are nothing like the regular Altoids and are not breath mints. They are pleasant-tasting little candies in a cute convenient tin, and that's as far as it goes. The mintiness is just not strong, and the wintergreens are definitely weaker than the peppermint minis. I'm not a dragon-breath person, but still, one of these mints is too small to have any effect on my breath. Four or five will freshen my breath for a short while - maybe 15 minutes. At this point, I think the Icebreakers Frost mints are the best as sugar free breath mints.",Negative,1,Positive,Negative,Negative,0.13,0.0
"I agree with the company motto ""A Natural Obsession"".  I tried a small bag at the local store and immediately bought in bulk online to save about 30 percent.  The flavor of these is very strong, so they are best paired with a food that has a very mild flavor, like steamed vegetables or plain whole grain bread.  Otherwise they compete or clash with the other food.",Positive,5,Positive,Positive,Positive,0.254,0.8293766975402832
"The taste was great, but the berries had melted.  May order again in winter. If you order in cold weather you should enjoy flavor.",Neutral,3,Positive,Positive,Positive,0.237,0.8517063856124878
